id,x,label,component
2517,0.8031930385,background,exponential
2518,3.61570513,background,exponential
2519,4.681079444,signal,gaussian
2520,5.483119288,signal,gaussian
2521,4.812462608,background,exponential
2522,7.256909145,background,exponential
2523,9.475566533,background,exponential
2524,4.043946736,background,exponential
2525,5.593705273,background,exponential
2526,5.438857133,signal,gaussian
2527,5.38502336,background,exponential
2528,4.034174193,background,exponential
2529,6.306035856,signal,gaussian
2530,2.612851966,background,exponential
2531,7.59262151,background,exponential
2532,0.3178945271,background,exponential
2533,2.916914806,background,exponential
2534,2.21637952,background,exponential
2535,5.93206361,background,exponential
2536,1.941225598,background,exponential
2537,0.2086273253,background,exponential
2538,7.343723176,background,exponential
2539,4.337644132,signal,gaussian
2540,2.129113087,background,exponential
2541,3.353064684,signal,gaussian
2542,1.833105121,background,exponential
2543,0.5090252486,background,exponential
2544,7.917134341,background,exponential
2545,4.539596195,signal,gaussian
2546,5.348071452,signal,gaussian
2547,1.62272634,background,exponential
2548,2.557587871,background,exponential
2549,1.948264628,background,exponential
2550,1.047432768,background,exponential
2551,3.916660511,background,exponential
2552,8.335950486,background,exponential
2553,0.6057401181,background,exponential
2554,4.941516532,signal,gaussian
2555,6.199886587,signal,gaussian
2556,5.639632061,signal,gaussian
2557,5.820851038,signal,gaussian
2558,4.085820665,background,exponential
2559,0.3916472047,background,exponential
2560,4.623567831,signal,gaussian
2561,8.333589895,background,exponential
2562,4.143197837,signal,gaussian
2563,4.953609331,signal,gaussian
2564,1.883659097,background,exponential
2565,7.55817236,background,exponential
2566,6.25449946,background,exponential
2567,2.729896653,background,exponential
2568,5.126072725,signal,gaussian
2569,0.150588088,background,exponential
2570,4.042683748,signal,gaussian
2571,9.431434256,background,exponential
2572,4.920674445,signal,gaussian
2573,0.765479523,background,exponential
2574,3.627903746,background,exponential
2575,0.6170274676,background,exponential
2576,3.296948069,background,exponential
2577,2.57572001,background,exponential
2578,1.582116212,background,exponential
2579,4.708031217,signal,gaussian
2580,7.063962945,background,exponential
2581,6.241355416,signal,gaussian
2582,0.01957812264,background,exponential
2583,3.366824612,background,exponential
2584,9.297934137,background,exponential
2585,7.381733803,background,exponential
2586,5.324317371,signal,gaussian
2587,5.309867453,signal,gaussian
2588,0.9867722508,background,exponential
2589,0.0668316322,background,exponential
2590,7.481255892,background,exponential
2591,0.7065009737,background,exponential
2592,3.87650579,background,exponential
2593,8.756992297,background,exponential
2594,6.234643,signal,gaussian
2595,0.5710216138,background,exponential
2596,4.684357876,background,exponential
2597,3.008870697,background,exponential
2598,2.21885879,background,exponential
2599,5.653278007,signal,gaussian
2600,4.759120038,signal,gaussian
2601,0.1730868786,background,exponential
2602,3.882346672,signal,gaussian
2603,3.681701028,signal,gaussian
2604,7.37322356,background,exponential
2605,4.702180153,background,exponential
2606,6.129657658,background,exponential
2607,7.40994167,background,exponential
2608,8.08869908,background,exponential
2609,1.150003294,background,exponential
2610,7.442555973,background,exponential
2611,2.434141042,background,exponential
2612,0.4399651718,background,exponential
2613,8.228937044,background,exponential
2614,5.308151573,signal,gaussian
2615,5.101747473,signal,gaussian
2616,6.585403652,background,exponential
2617,4.278968776,background,exponential
2618,1.417069799,background,exponential
2619,8.85727998,background,exponential
2620,2.87217599,background,exponential
2621,4.797537023,signal,gaussian
2622,8.132835317,background,exponential
2623,3.941097874,signal,gaussian
2624,0.232873447,background,exponential
2625,5.691044463,signal,gaussian
2626,6.529548907,background,exponential
2627,8.998110677,background,exponential
2628,2.815721477,background,exponential
2629,6.779473843,background,exponential
2630,4.056889061,background,exponential
2631,6.854392719,background,exponential
2632,8.061710029,background,exponential
2633,0.028370786,background,exponential
2634,8.923877231,background,exponential
2635,4.530708614,signal,gaussian
2636,5.76592962,signal,gaussian
2637,5.440376862,background,exponential
2638,1.845756774,background,exponential
2639,0.7844831725,background,exponential
2640,7.774297738,background,exponential
2641,3.122994359,background,exponential
2642,4.530104273,signal,gaussian
2643,4.665340311,signal,gaussian
2644,2.329111145,background,exponential
2645,3.52857349,background,exponential
2646,6.69605912,background,exponential
2647,4.952915251,signal,gaussian
2648,5.414063139,signal,gaussian
2649,8.55422747,background,exponential
2650,4.957573978,signal,gaussian
2651,1.344415508,background,exponential
2652,1.074449958,background,exponential
2653,6.128853703,signal,gaussian
2654,3.145540472,background,exponential
2655,4.933632724,background,exponential
2656,3.110987983,background,exponential
2657,4.53842775,background,exponential
2658,4.524246442,signal,gaussian
2659,8.556092576,background,exponential
2660,5.526754071,background,exponential
2661,4.116707481,background,exponential
2662,1.466474253,background,exponential
2663,9.495994316,background,exponential
2664,0.5192097775,background,exponential
2665,7.695639008,background,exponential
2666,3.652933018,background,exponential
2667,4.658268502,signal,gaussian
2668,6.422271467,signal,gaussian
2669,1.725892848,background,exponential
2670,3.899944805,background,exponential
2671,5.169617805,background,exponential
2672,4.81888198,signal,gaussian
2673,5.652058992,signal,gaussian
2674,1.18686013,background,exponential
2675,8.186255717,background,exponential
2676,5.870240565,background,exponential
2677,1.199724467,background,exponential
2678,0.6379951871,background,exponential
2679,3.27076076,background,exponential
2680,5.589737518,signal,gaussian
2681,5.792551154,signal,gaussian
2682,2.295977692,background,exponential
2683,3.498696028,background,exponential
2684,6.433039085,background,exponential
2685,5.26602452,background,exponential
2686,0.8786526693,background,exponential
2687,6.330691059,background,exponential
2688,2.232126684,background,exponential
2689,3.360171953,background,exponential
2690,0.2206043999,background,exponential
2691,5.390975378,background,exponential
2692,8.202134079,background,exponential
2693,9.971935879,background,exponential
2694,3.629264893,background,exponential
2695,6.044446053,background,exponential
2696,2.961050427,background,exponential
2697,4.918914297,signal,gaussian
2698,4.942002482,signal,gaussian
2699,5.127367473,signal,gaussian
2700,5.305166867,signal,gaussian
2701,5.565862157,signal,gaussian
2702,2.00705106,background,exponential
2703,5.189296275,background,exponential
2704,0.1306976179,background,exponential
2705,2.954136679,background,exponential
2706,6.888511586,background,exponential
2707,8.847140366,background,exponential
2708,7.099046639,background,exponential
2709,2.058199721,background,exponential
2710,2.748643809,background,exponential
2711,3.444454401,background,exponential
2712,0.07319484004,background,exponential
2713,3.525704869,background,exponential
2714,5.147490957,background,exponential
2715,4.77158274,background,exponential
2716,0.5992287686,background,exponential
2717,3.803955549,background,exponential
2718,4.077562534,background,exponential
2719,6.160069384,signal,gaussian
2720,0.9794350169,background,exponential
2721,2.325433507,background,exponential
2722,5.07084964,signal,gaussian
2723,6.092536449,background,exponential
2724,5.126161766,background,exponential
2725,2.720856639,background,exponential
2726,6.522179685,background,exponential
2727,5.338250947,signal,gaussian
2728,6.901296388,background,exponential
2729,1.55025358,background,exponential
2730,5.932230883,signal,gaussian
2731,4.309475125,background,exponential
2732,4.527663956,background,exponential
2733,2.034199601,background,exponential
2734,4.368849977,signal,gaussian
2735,8.379220709,background,exponential
2736,6.492072975,background,exponential
2737,2.883159171,background,exponential
2738,7.765949231,background,exponential
2739,4.748424743,signal,gaussian
2740,1.076009764,background,exponential
2741,0.9232378006,background,exponential
2742,4.115754087,background,exponential
2743,6.075947194,background,exponential
2744,0.262157294,background,exponential
2745,2.806169068,background,exponential
2746,3.732206319,background,exponential
2747,2.084398452,background,exponential
2748,0.4918307545,background,exponential
2749,4.604557864,signal,gaussian
2750,4.022411519,signal,gaussian
2751,1.583264485,background,exponential
2752,3.053556973,background,exponential
2753,4.470214381,signal,gaussian
2754,5.25245961,signal,gaussian
2755,0.2999510482,background,exponential
2756,4.544298763,signal,gaussian
2757,0.7284135009,background,exponential
2758,5.417786462,background,exponential
2759,4.508160172,signal,gaussian
2760,8.554754027,background,exponential
2761,4.610324488,signal,gaussian
2762,7.756510858,background,exponential
2763,2.925135194,background,exponential
2764,0.7007156058,background,exponential
2765,2.695273331,background,exponential
2766,2.021013106,background,exponential
2767,0.05245023159,background,exponential
2768,9.618159017,background,exponential
2769,6.954752065,background,exponential
2770,8.723133996,background,exponential
2771,1.47370009,background,exponential
2772,1.378023243,background,exponential
2773,9.338509141,background,exponential
2774,4.25202914,signal,gaussian
2775,3.908189715,background,exponential
2776,5.906662057,signal,gaussian
2777,2.542275387,background,exponential
2778,8.964301602,background,exponential
2779,2.138030428,background,exponential
2780,1.658961554,background,exponential
2781,0.5143686139,background,exponential
2782,5.195848753,signal,gaussian
2783,7.988559868,background,exponential
2784,4.651198548,background,exponential
2785,5.356976597,signal,gaussian
2786,9.175946803,background,exponential
2787,0.08574278513,background,exponential
2788,9.464478655,background,exponential
2789,7.075719382,background,exponential
2790,2.813513992,background,exponential
2791,2.211510729,background,exponential
2792,2.130395749,background,exponential
2793,3.804617183,background,exponential
2794,9.123950294,background,exponential
2795,4.019183124,signal,gaussian
2796,0.04777128276,background,exponential
2797,5.831899412,signal,gaussian
2798,5.537197872,background,exponential
2799,2.788576199,background,exponential
2800,4.70725466,signal,gaussian
2801,7.350176614,background,exponential
2802,2.147494958,background,exponential
2803,5.635385105,background,exponential
2804,5.398309641,background,exponential
2805,9.126158354,background,exponential
2806,4.694156803,signal,gaussian
2807,2.700683448,background,exponential
2808,5.094080577,signal,gaussian
2809,4.1916848,signal,gaussian
2810,1.782242506,background,exponential
2811,5.450611727,signal,gaussian
2812,6.079509673,background,exponential
2813,3.919587313,background,exponential
2814,3.641182028,background,exponential
2815,2.277520982,background,exponential
2816,1.084805915,background,exponential
2817,2.269253411,background,exponential
2818,0.2316383425,background,exponential
2819,5.262248375,signal,gaussian
2820,8.756699816,background,exponential
2821,8.202361608,background,exponential
2822,3.412134705,signal,gaussian
2823,3.93437745,background,exponential
2824,0.142836475,background,exponential
2825,4.018517213,signal,gaussian
2826,6.61038433,background,exponential
2827,2.046663249,background,exponential
2828,5.621129319,signal,gaussian
2829,5.432716446,signal,gaussian
2830,3.143232133,background,exponential
2831,2.538498052,background,exponential
2832,4.832341891,signal,gaussian
2833,5.635163241,background,exponential
2834,3.145288176,background,exponential
2835,4.967021691,background,exponential
2836,2.893526326,background,exponential
2837,8.859334184,background,exponential
2838,4.9450821,background,exponential
2839,3.470649217,background,exponential
2840,7.00168812,background,exponential
2841,4.720317703,background,exponential
2842,3.514562883,background,exponential
2843,7.670533839,background,exponential
2844,0.5750518004,background,exponential
2845,1.003636058,background,exponential
2846,4.435929026,signal,gaussian
2847,4.249932216,signal,gaussian
2848,2.849216457,background,exponential
2849,4.477528562,signal,gaussian
2850,8.719380555,background,exponential
2851,7.737475993,background,exponential
2852,1.266052908,background,exponential
2853,3.390026018,background,exponential
2854,3.813225619,signal,gaussian
2855,0.8470929883,background,exponential
2856,3.861114994,background,exponential
2857,4.63900987,signal,gaussian
2858,2.017040735,background,exponential
2859,7.193763801,background,exponential
2860,7.756533965,background,exponential
2861,1.082960718,background,exponential
2862,0.04880844902,background,exponential
2863,0.3197689945,background,exponential
2864,2.478135521,background,exponential
2865,4.383523281,signal,gaussian
2866,4.708442787,background,exponential
2867,5.629878756,signal,gaussian
2868,5.337203324,signal,gaussian
2869,1.429675555,background,exponential
2870,3.045203365,background,exponential
2871,6.998773281,background,exponential
2872,6.476868793,background,exponential
2873,4.064527843,background,exponential
2874,4.393375999,background,exponential
2875,4.162782124,background,exponential
2876,2.107868583,background,exponential
2877,9.672880446,background,exponential
2878,5.347599812,signal,gaussian
2879,8.242683283,background,exponential
2880,3.900228376,background,exponential
2881,3.923085725,background,exponential
2882,3.90846717,signal,gaussian
2883,5.757543623,background,exponential
2884,3.941075415,background,exponential
2885,4.598655468,background,exponential
2886,4.670751535,signal,gaussian
2887,5.808192906,signal,gaussian
2888,1.718086194,background,exponential
2889,4.101574154,background,exponential
2890,0.3701702189,background,exponential
2891,5.253324609,background,exponential
2892,5.311345277,background,exponential
2893,0.4190080953,background,exponential
2894,8.69827948,background,exponential
2895,5.161702974,signal,gaussian
2896,0.2757264095,background,exponential
2897,2.730722993,background,exponential
2898,3.094477152,background,exponential
2899,1.823440647,background,exponential
2900,0.8434277713,background,exponential
2901,3.187694076,background,exponential
2902,3.033796919,background,exponential
2903,2.591231366,background,exponential
2904,4.510963507,background,exponential
2905,5.249364219,signal,gaussian
2906,0.3137640391,background,exponential
2907,2.047146576,background,exponential
2908,4.715437602,signal,gaussian
2909,2.449560843,background,exponential
2910,3.822958271,background,exponential
2911,6.343056407,background,exponential
2912,3.619745055,background,exponential
2913,2.990819383,background,exponential
2914,1.781232686,background,exponential
2915,2.414350408,background,exponential
2916,4.617098197,signal,gaussian
2917,4.934513509,signal,gaussian
2918,2.157074645,background,exponential
2919,3.00296271,background,exponential
2920,2.486454406,background,exponential
2921,5.556288642,signal,gaussian
2922,3.738530753,background,exponential
2923,8.756347162,background,exponential
2924,6.813365703,background,exponential
2925,6.785905418,background,exponential
2926,1.537419031,background,exponential
2927,9.231767629,background,exponential
2928,1.962772163,background,exponential
2929,0.09719229836,background,exponential
2930,1.809384815,background,exponential
2931,2.636473546,background,exponential
2932,0.5376804737,background,exponential
2933,5.096909836,background,exponential
2934,8.752224184,background,exponential
2935,9.173129022,background,exponential
2936,2.299133873,background,exponential
2937,5.362745671,background,exponential
2938,9.631758987,background,exponential
2939,2.347589193,background,exponential
2940,0.5038783313,background,exponential
2941,4.955092607,signal,gaussian
2942,1.329046302,background,exponential
2943,4.061098357,background,exponential
2944,7.661596414,background,exponential
2945,9.459731648,background,exponential
2946,5.70914019,signal,gaussian
2947,2.827849803,background,exponential
2948,0.9789678177,background,exponential
2949,2.19668497,background,exponential
2950,0.1711825088,background,exponential
2951,4.437693258,background,exponential
2952,1.235995795,background,exponential
2953,7.034544381,background,exponential
2954,1.800398718,background,exponential
2955,5.495721941,signal,gaussian
2956,5.950040146,signal,gaussian
2957,6.181159113,signal,gaussian
2958,7.274560279,background,exponential
2959,5.441442028,signal,gaussian
2960,3.092399886,background,exponential
2961,4.060631438,background,exponential
2962,3.983125841,background,exponential
2963,7.292813881,background,exponential
2964,5.187166847,signal,gaussian
2965,0.7424407658,background,exponential
2966,7.631500651,background,exponential
2967,3.125516437,background,exponential
2968,0.9412502348,background,exponential
2969,4.392303316,signal,gaussian
2970,0.3784384626,background,exponential
2971,0.2897139678,background,exponential
2972,5.563079007,background,exponential
2973,5.29095686,signal,gaussian
2974,5.494734832,signal,gaussian
2975,8.627737199,background,exponential
2976,4.166713204,background,exponential
2977,9.957045635,background,exponential
2978,7.691978814,background,exponential
2979,5.129354531,signal,gaussian
2980,2.697989948,background,exponential
2981,2.613841926,background,exponential
2982,4.448375811,signal,gaussian
2983,7.423242233,background,exponential
2984,7.406549944,background,exponential
2985,6.342954323,background,exponential
2986,8.803387617,background,exponential
2987,4.432983981,signal,gaussian
2988,2.745723346,background,exponential
2989,3.618964956,background,exponential
2990,3.520298797,background,exponential
2991,1.86446238,background,exponential
2992,7.21066392,background,exponential
2993,5.367405479,signal,gaussian
2994,3.442222293,background,exponential
2995,5.335607529,signal,gaussian
2996,4.400105707,signal,gaussian
2997,0.1054397714,background,exponential
2998,4.706967748,background,exponential
2999,0.301450241,background,exponential
3000,5.6254221,background,exponential
3001,8.21423296,background,exponential
3002,5.11153338,signal,gaussian
3003,4.720571096,background,exponential
3004,3.742353341,signal,gaussian
3005,5.753632081,signal,gaussian
3006,2.886033295,background,exponential
3007,3.36526562,background,exponential
3008,4.991199992,signal,gaussian
3009,5.489151629,background,exponential
3010,1.442158049,background,exponential
3011,0.6521806311,background,exponential
3012,5.513076102,signal,gaussian
3013,0.6028289776,background,exponential
3014,6.738541758,background,exponential
3015,8.288261127,background,exponential
3016,6.757320425,background,exponential
3017,0.8295100823,background,exponential
3018,3.328119713,background,exponential
3019,4.652939071,background,exponential
3020,2.013262188,background,exponential
3021,4.392429155,signal,gaussian
3022,5.030703025,signal,gaussian
3023,2.477348075,background,exponential
3024,9.326586757,background,exponential
3025,3.021886277,background,exponential
3026,4.922647458,signal,gaussian
3027,5.682864702,background,exponential
3028,8.30645547,background,exponential
3029,0.9357990548,background,exponential
3030,5.502683157,background,exponential
3031,5.974959952,signal,gaussian
3032,1.661415439,background,exponential
3033,5.675261659,signal,gaussian
3034,4.531969424,signal,gaussian
3035,5.122264131,signal,gaussian
3036,2.116237396,background,exponential
3037,5.896149765,signal,gaussian
3038,3.619538596,background,exponential
3039,1.490153431,background,exponential
3040,1.743308927,background,exponential
3041,2.787061915,background,exponential
3042,6.771387006,background,exponential
3043,6.3839164,signal,gaussian
3044,2.795290636,background,exponential
3045,3.905493951,background,exponential
3046,2.01712614,background,exponential
3047,2.63482547,background,exponential
3048,3.963676855,background,exponential
3049,8.497347673,background,exponential
3050,7.845150131,background,exponential
3051,4.156474433,background,exponential
3052,4.808356993,signal,gaussian
3053,4.054449284,background,exponential
3054,8.634772299,background,exponential
3055,0.1402936672,background,exponential
3056,8.207107132,background,exponential
3057,0.9262909465,background,exponential
3058,3.902398236,background,exponential
3059,4.92316272,signal,gaussian
3060,4.516762612,background,exponential
3061,4.851992257,signal,gaussian
3062,5.82154212,background,exponential
3063,0.06632523482,background,exponential
3064,2.413403855,background,exponential
3065,1.842255725,background,exponential
3066,5.768422001,background,exponential
3067,5.084437434,background,exponential
3068,6.369283653,background,exponential
3069,2.892852259,background,exponential
3070,2.908042878,background,exponential
3071,0.9221633645,background,exponential
3072,4.68849559,background,exponential
3073,5.210214861,signal,gaussian
3074,2.351475319,background,exponential
3075,2.445891576,background,exponential
3076,0.9487575392,background,exponential
3077,1.117743792,background,exponential
3078,4.513367686,background,exponential
3079,4.457294686,signal,gaussian
3080,6.410862273,background,exponential
3081,0.2774678104,background,exponential
3082,4.059670995,background,exponential
3083,4.327131894,signal,gaussian
3084,5.095844668,signal,gaussian
3085,2.605736983,background,exponential
3086,1.541486529,background,exponential
3087,4.251897268,signal,gaussian
3088,6.601894713,signal,gaussian
3089,2.641566139,background,exponential
3090,5.289307764,signal,gaussian
3091,5.925401089,background,exponential
3092,9.762074283,background,exponential
3093,2.365648694,background,exponential
3094,4.279912224,background,exponential
3095,4.875181361,signal,gaussian
3096,2.21325291,background,exponential
3097,7.701600754,background,exponential
3098,6.204937446,signal,gaussian
3099,8.728716723,background,exponential
3100,6.346608613,signal,gaussian
3101,4.859911784,signal,gaussian
3102,5.310533664,signal,gaussian
3103,3.830093562,background,exponential
3104,1.150336441,background,exponential
3105,5.75418656,background,exponential
3106,4.896621545,signal,gaussian
3107,5.883686451,signal,gaussian
3108,4.513793976,background,exponential
3109,0.7767800137,background,exponential
3110,2.350897797,background,exponential
3111,5.668095516,signal,gaussian
3112,3.872838613,background,exponential
3113,5.17624587,background,exponential
3114,9.560795504,background,exponential
3115,4.930694633,signal,gaussian
3116,0.4224091151,background,exponential
3117,5.795767816,signal,gaussian
3118,0.01895823169,background,exponential
3119,7.924153524,background,exponential
3120,4.855208041,signal,gaussian
3121,0.4686641613,background,exponential
3122,4.645640745,signal,gaussian
3123,0.1685287303,background,exponential
3124,5.369394615,signal,gaussian
3125,7.574765226,background,exponential
3126,6.357397619,signal,gaussian
3127,2.263194165,background,exponential
3128,5.993299157,signal,gaussian
3129,4.46214761,signal,gaussian
3130,4.78144294,signal,gaussian
3131,1.183990519,background,exponential
3132,0.0795433991,background,exponential
3133,6.509382434,background,exponential
3134,8.77691294,background,exponential
3135,6.92861166,background,exponential
3136,4.199640697,signal,gaussian
3137,8.549885717,background,exponential
3138,5.485347107,signal,gaussian
3139,7.026882092,background,exponential
3140,6.896539682,background,exponential
3141,5.737420166,background,exponential
3142,2.790410135,background,exponential
3143,2.704801381,background,exponential
3144,0.08329615736,background,exponential
3145,8.669568035,background,exponential
3146,4.613455317,signal,gaussian
3147,5.000112967,background,exponential
3148,4.244450431,signal,gaussian
3149,8.073493738,background,exponential
3150,4.364430413,signal,gaussian
3151,2.365565269,background,exponential
3152,3.923648588,signal,gaussian
3153,7.402034426,background,exponential
3154,4.923411409,background,exponential
3155,4.883464176,signal,gaussian
3156,5.803818619,background,exponential
3157,6.217766415,background,exponential
3158,7.300296605,background,exponential
3159,4.785563479,signal,gaussian
3160,6.025433597,background,exponential
3161,1.3121848,background,exponential
3162,2.029976317,background,exponential
3163,2.016409979,background,exponential
3164,4.586769061,signal,gaussian
3165,1.784033868,background,exponential
3166,7.009281741,signal,gaussian
3167,8.385573434,background,exponential
3168,7.506909823,background,exponential
3169,4.648321387,signal,gaussian
3170,2.601458896,background,exponential
3171,9.499193742,background,exponential
3172,4.817312696,signal,gaussian
3173,0.6820691715,background,exponential
3174,0.6503059288,background,exponential
3175,4.112574387,background,exponential
3176,5.753336,background,exponential
3177,4.76221055,signal,gaussian
3178,0.278278569,background,exponential
3179,0.7046592998,background,exponential
3180,3.914612035,background,exponential
3181,6.471024003,background,exponential
3182,5.324962279,signal,gaussian
3183,9.419068296,background,exponential
3184,4.813274323,background,exponential
3185,6.035477192,signal,gaussian
3186,7.699898885,background,exponential
3187,9.196367288,background,exponential
3188,2.146889037,background,exponential
3189,8.092600339,background,exponential
3190,1.983557671,background,exponential
3191,6.555664406,background,exponential
3192,9.845809367,background,exponential
3193,4.727675084,signal,gaussian
3194,3.529419805,background,exponential
3195,7.740011679,background,exponential
3196,3.888529329,background,exponential
3197,1.328175054,background,exponential
3198,0.3067983999,background,exponential
3199,1.225506175,background,exponential
3200,5.347348308,signal,gaussian
3201,1.486051378,background,exponential
3202,0.04170538878,background,exponential
3203,4.955663208,signal,gaussian
3204,3.854080613,background,exponential
3205,5.066861769,signal,gaussian
3206,2.556197689,background,exponential
3207,0.0967607266,background,exponential
3208,3.540187009,signal,gaussian
3209,1.606169236,background,exponential
3210,4.863552714,signal,gaussian
3211,4.87013653,signal,gaussian
3212,8.072817254,background,exponential
3213,4.909190644,signal,gaussian
3214,8.1664952,background,exponential
3215,6.77412618,background,exponential
3216,2.636226497,background,exponential
3217,3.113713828,background,exponential
3218,8.467570901,background,exponential
3219,1.57074821,background,exponential
3220,3.809889602,background,exponential
3221,1.086670954,background,exponential
3222,2.516832351,background,exponential
3223,7.869864361,background,exponential
3224,7.854484038,background,exponential
3225,4.564180604,signal,gaussian
3226,3.088700618,background,exponential
3227,5.994687829,background,exponential
3228,3.330507122,background,exponential
3229,3.500374306,background,exponential
3230,6.250831273,background,exponential
3231,2.898908718,background,exponential
3232,1.347571449,background,exponential
3233,7.006717582,background,exponential
3234,5.515741352,background,exponential
3235,7.405619546,background,exponential
3236,6.77838185,background,exponential
3237,0.5268752401,background,exponential
3238,9.532267844,background,exponential
3239,0.2469785172,background,exponential
3240,3.194419069,background,exponential
3241,0.7210094741,background,exponential
3242,6.025782578,background,exponential
3243,5.430002726,signal,gaussian
3244,5.997258233,background,exponential
3245,5.49898102,signal,gaussian
3246,5.613766629,background,exponential
3247,2.900613702,background,exponential
3248,6.345817364,background,exponential
3249,4.645113633,signal,gaussian
3250,4.046823818,background,exponential
3251,2.411410211,background,exponential
3252,7.642818944,background,exponential
3253,5.177187487,signal,gaussian
3254,4.43315559,signal,gaussian
3255,8.876158859,background,exponential
3256,5.449404951,background,exponential
3257,1.783043466,background,exponential
3258,4.740046037,signal,gaussian
3259,3.934931851,background,exponential
3260,1.958354231,background,exponential
3261,8.837011579,background,exponential
3262,0.6170446122,background,exponential
3263,4.020875425,background,exponential
3264,1.070463486,background,exponential
3265,9.272279953,background,exponential
3266,6.992642029,background,exponential
3267,6.663410358,signal,gaussian
3268,4.822604807,signal,gaussian
3269,0.1303783049,background,exponential
3270,8.841028806,background,exponential
3271,2.951173325,background,exponential
3272,1.26306816,background,exponential
3273,0.5893866803,background,exponential
3274,4.821697262,signal,gaussian
3275,5.334456765,signal,gaussian
3276,1.469173737,background,exponential
3277,3.932253181,signal,gaussian
3278,7.118531329,background,exponential
3279,2.859639696,background,exponential
3280,3.761594043,background,exponential
3281,7.114621157,background,exponential
3282,6.083923542,signal,gaussian
3283,3.432041437,background,exponential
3284,9.417438906,background,exponential
3285,3.665117753,background,exponential
3286,1.651171026,background,exponential
3287,5.429868545,signal,gaussian
3288,4.989692313,signal,gaussian
3289,0.9586781307,background,exponential
3290,3.00916082,background,exponential
3291,6.315839756,background,exponential
3292,3.657760088,background,exponential
3293,6.067565659,background,exponential
3294,5.136834178,signal,gaussian
3295,9.164934105,background,exponential
3296,4.454610172,signal,gaussian
3297,4.585284978,signal,gaussian
3298,5.249752417,background,exponential
3299,9.122300846,background,exponential
3300,2.888449898,background,exponential
3301,7.400541272,background,exponential
3302,5.299097488,background,exponential
3303,5.713620326,signal,gaussian
3304,6.689658305,background,exponential
3305,7.868939842,background,exponential
3306,0.6581277005,background,exponential
3307,1.565347827,background,exponential
3308,6.110290351,signal,gaussian
3309,0.166986292,background,exponential
3310,5.14688781,signal,gaussian
3311,1.883962507,background,exponential
3312,1.957239125,background,exponential
3313,7.134677209,background,exponential
3314,5.516583568,signal,gaussian
3315,3.818199325,background,exponential
3316,4.847252386,signal,gaussian
3317,7.519352199,background,exponential
3318,0.5360143439,background,exponential
3319,0.7692858381,background,exponential
3320,1.150791836,background,exponential
3321,4.47359883,signal,gaussian
3322,3.814766048,background,exponential
3323,5.381245293,signal,gaussian
3324,6.550943224,signal,gaussian
3325,8.297009491,background,exponential
3326,4.273376083,signal,gaussian
3327,1.565365774,background,exponential
3328,5.429458092,background,exponential
3329,9.582946966,background,exponential
3330,8.8303705,background,exponential
3331,5.145948423,signal,gaussian
3332,6.739901254,background,exponential
3333,5.437092933,background,exponential
3334,3.52496011,background,exponential
3335,8.700687223,background,exponential
3336,5.389983997,signal,gaussian
3337,5.83164843,background,exponential
3338,7.079138526,background,exponential
3339,5.093907944,background,exponential
3340,1.829853842,background,exponential
3341,4.938572917,background,exponential
3342,0.1004472575,background,exponential
3343,0.720187456,background,exponential
3344,0.8079142629,background,exponential
3345,6.058489527,background,exponential
3346,7.454315998,background,exponential
3347,6.486842646,background,exponential
3348,9.458670241,background,exponential
3349,2.514453309,background,exponential
3350,9.512755863,background,exponential
3351,1.790837306,background,exponential
3352,0.5842460317,background,exponential
3353,3.823949188,signal,gaussian
3354,6.634026733,background,exponential
3355,3.743631358,background,exponential
3356,0.5780733578,background,exponential
3357,0.7723719001,background,exponential
3358,8.0808478,background,exponential
3359,1.647586966,background,exponential
3360,7.383846274,background,exponential
3361,4.996469398,background,exponential
3362,0.1883794956,background,exponential
3363,2.073484015,background,exponential
3364,0.6200661563,background,exponential
3365,6.190261311,signal,gaussian
3366,0.4456409261,background,exponential
3367,5.044281584,signal,gaussian
3368,2.136448539,background,exponential
3369,1.153222078,background,exponential
3370,1.029612942,background,exponential
3371,1.389665777,background,exponential
3372,4.469323801,signal,gaussian
3373,2.637108234,background,exponential
3374,4.965604053,signal,gaussian
3375,2.682996599,background,exponential
3376,5.024626654,background,exponential
3377,5.073507364,signal,gaussian
3378,7.407427962,background,exponential
3379,2.08321146,background,exponential
3380,2.142080106,background,exponential
3381,5.797339003,signal,gaussian
3382,3.003961829,background,exponential
3383,5.810787467,signal,gaussian
3384,3.895266059,signal,gaussian
3385,7.913923281,background,exponential
3386,1.596200008,background,exponential
3387,3.696198155,background,exponential
3388,8.349933117,background,exponential
3389,5.635737794,background,exponential
3390,4.164789332,background,exponential
3391,1.451244413,background,exponential
3392,5.168288737,signal,gaussian
3393,4.764788333,signal,gaussian
3394,1.656501946,background,exponential
3395,1.112850532,background,exponential
3396,6.36554407,background,exponential
3397,5.694440716,signal,gaussian
3398,2.261917801,background,exponential
3399,0.5694945113,background,exponential
3400,4.355265751,background,exponential
3401,6.391067048,background,exponential
3402,2.313862668,background,exponential
3403,0.548629229,background,exponential
3404,5.683383376,background,exponential
3405,3.254164893,background,exponential
3406,0.7311103432,background,exponential
3407,0.4842752851,background,exponential
3408,4.760382043,background,exponential
3409,1.580774576,background,exponential
3410,4.849264733,background,exponential
3411,1.478788584,background,exponential
3412,7.883471849,background,exponential
3413,4.00883602,background,exponential
